,pert_id,cell_iname,pert_dose_num,pert_time_num
LJP007_PC3_24H:N14,BRD-K42805893,PC3,3.33,24.0
LJP007_PC3_24H:N15,BRD-K42805893,PC3,1.11,24.0
LJP007_PC3_24H:N16,BRD-K42805893,PC3,0.37,24.0
LJP007_PC3_24H:N17,BRD-K42805893,PC3,0.12,24.0
LJP007_PC3_24H:N18,BRD-K42805893,PC3,0.04,24.0
LJP007_PC3_24H:P13,BRD-K77625799,PC3,10.0,24.0
LJP007_PC3_24H:P14,BRD-K77625799,PC3,3.33,24.0
LJP007_PC3_24H:P15,BRD-K77625799,PC3,1.11,24.0
LJP007_PC3_24H:P16,BRD-K77625799,PC3,0.37,24.0
LJP007_PC3_24H:P17,BRD-K77625799,PC3,0.12,24.0
LJP007_PC3_24H:P18,BRD-K77625799,PC3,0.04,24.0
LJP008_A549_24H:A03,BRD-K81418486,A549,10.0,24.0
LJP008_A549_24H:B07,BRD-K92428232,A549,10.0,24.0
LJP008_A549_24H:B08,BRD-K92428232,A549,3.33,24.0
LJP008_A549_24H:B09,BRD-K92428232,A549,1.11,24.0
LJP008_A549_24H:B10,BRD-K92428232,A549,0.37,24.0
LJP008_A549_24H:B11,BRD-K92428232,A549,0.12,24.0
LJP008_A549_24H:B12,BRD-K92428232,A549,0.04,24.0
LJP008_A549_24H:C01,BRD-K36740062,A549,10.0,24.0
LJP008_A549_24H:C02,BRD-K36740062,A549,3.33,24.0
LJP008_A549_24H:C03,BRD-K36740062,A549,1.11,24.0
LJP008_A549_24H:C04,BRD-K36740062,A549,0.37,24.0
LJP008_A549_24H:C05,BRD-K36740062,A549,0.12,24.0
LJP008_A549_24H:C06,BRD-K36740062,A549,0.04,24.0
LJP008_A549_24H:F01,BRD-K82928847,A549,10.0,24.0
LJP008_A549_24H:F02,BRD-K82928847,A549,3.33,24.0
LJP008_A549_24H:F03,BRD-K82928847,A549,1.11,24.0
LJP008_A549_24H:F04,BRD-K82928847,A549,0.37,24.0
LJP008_A549_24H:F05,BRD-K82928847,A549,0.12,24.0
LJP008_A549_24H:F06,BRD-K82928847,A549,0.04,24.0
LJP008_A549_24H:G07,BRD-K81418486,A549,10.0,24.0
LJP008_A549_24H:G08,BRD-K81418486,A549,3.33,24.0
LJP008_A549_24H:G09,BRD-K81418486,A549,1.11,24.0
LJP008_A549_24H:G10,BRD-K81418486,A549,0.37,24.0
LJP008_A549_24H:G11,BRD-K81418486,A549,0.12,24.0
LJP008_A549_24H:G12,BRD-K81418486,A549,0.04,24.0
LJP008_A549_24H:M13,BRD-K79254416,A549,10.0,24.0
LJP008_A549_24H:M14,BRD-K79254416,A549,3.33,24.0
LJP008_A549_24H:M15,BRD-K79254416,A549,1.11,24.0
LJP008_A549_24H:M16,BRD-K79254416,A549,0.37,24.0
LJP008_A549_24H:M17,BRD-K79254416,A549,0.12,24.0
LJP008_A549_24H:M18,BRD-K79254416,A549,0.04,24.0
LJP008_MCF7_24H:A03,BRD-K81418486,MCF7,10.0,24.0
LJP008_MCF7_24H:B07,BRD-K92428232,MCF7,10.0,24.0
LJP008_MCF7_24H:B08,BRD-K92428232,MCF7,3.33,24.0
LJP008_MCF7_24H:B09,BRD-K92428232,MCF7,1.11,24.0
LJP008_MCF7_24H:B10,BRD-K92428232,MCF7,0.37,24.0
LJP008_MCF7_24H:B11,BRD-K92428232,MCF7,0.12,24.0
LJP008_MCF7_24H:B12,BRD-K92428232,MCF7,0.04,24.0
LJP008_MCF7_24H:C01,BRD-K36740062,MCF7,10.0,24.0
LJP008_MCF7_24H:C02,BRD-K36740062,MCF7,3.33,24.0
LJP008_MCF7_24H:C03,BRD-K36740062,MCF7,1.11,24.0
LJP008_MCF7_24H:C04,BRD-K36740062,MCF7,0.37,24.0
LJP008_MCF7_24H:C05,BRD-K36740062,MCF7,0.12,24.0
LJP008_MCF7_24H:C06,BRD-K36740062,MCF7,0.04,24.0
LJP008_MCF7_24H:F01,BRD-K82928847,MCF7,10.0,24.0
LJP008_MCF7_24H:F02,BRD-K82928847,MCF7,3.33,24.0
LJP008_MCF7_24H:F03,BRD-K82928847,MCF7,1.11,24.0
LJP008_MCF7_24H:F04,BRD-K82928847,MCF7,0.37,24.0
LJP008_MCF7_24H:F05,BRD-K82928847,MCF7,0.12,24.0
LJP008_MCF7_24H:F06,BRD-K82928847,MCF7,0.04,24.0
LJP008_MCF7_24H:G07,BRD-K81418486,MCF7,10.0,24.0
LJP008_MCF7_24H:G08,BRD-K81418486,MCF7,3.33,24.0
LJP008_MCF7_24H:G09,BRD-K81418486,MCF7,1.11,24.0
LJP008_MCF7_24H:G10,BRD-K81418486,MCF7,0.37,24.0
LJP008_MCF7_24H:G11,BRD-K81418486,MCF7,0.12,24.0
LJP008_MCF7_24H:G12,BRD-K81418486,MCF7,0.04,24.0
LJP008_MCF7_24H:M13,BRD-K79254416,MCF7,10.0,24.0
LJP008_MCF7_24H:M14,BRD-K79254416,MCF7,3.33,24.0
LJP008_MCF7_24H:M15,BRD-K79254416,MCF7,1.11,24.0
LJP008_MCF7_24H:M16,BRD-K79254416,MCF7,0.37,24.0
LJP008_MCF7_24H:M17,BRD-K79254416,MCF7,0.12,24.0
LJP008_MCF7_24H:M18,BRD-K79254416,MCF7,0.04,24.0
LJP008_PC3_24H:A03,BRD-K81418486,PC3,10.0,24.0
LJP008_PC3_24H:B07,BRD-K92428232,PC3,10.0,24.0
LJP008_PC3_24H:B08,BRD-K92428232,PC3,3.33,24.0
LJP008_PC3_24H:B09,BRD-K92428232,PC3,1.11,24.0
LJP008_PC3_24H:B10,BRD-K92428232,PC3,0.37,24.0
LJP008_PC3_24H:B11,BRD-K92428232,PC3,0.12,24.0
LJP008_PC3_24H:B12,BRD-K92428232,PC3,0.04,24.0
LJP008_PC3_24H:C01,BRD-K36740062,PC3,10.0,24.0
LJP008_PC3_24H:C02,BRD-K36740062,PC3,3.33,24.0
LJP008_PC3_24H:C03,BRD-K36740062,PC3,1.11,24.0
LJP008_PC3_24H:C04,BRD-K36740062,PC3,0.37,24.0
LJP008_PC3_24H:C05,BRD-K36740062,PC3,0.12,24.0
LJP008_PC3_24H:C06,BRD-K36740062,PC3,0.04,24.0
LJP008_PC3_24H:F01,BRD-K82928847,PC3,10.0,24.0
LJP008_PC3_24H:F02,BRD-K82928847,PC3,3.33,24.0
LJP008_PC3_24H:F03,BRD-K82928847,PC3,1.11,24.0
LJP008_PC3_24H:F04,BRD-K82928847,PC3,0.37,24.0
LJP008_PC3_24H:F05,BRD-K82928847,PC3,0.12,24.0
LJP008_PC3_24H:F06,BRD-K82928847,PC3,0.04,24.0
LJP008_PC3_24H:G07,BRD-K81418486,PC3,10.0,24.0
LJP008_PC3_24H:G08,BRD-K81418486,PC3,3.33,24.0
LJP008_PC3_24H:G09,BRD-K81418486,PC3,1.11,24.0
LJP008_PC3_24H:G10,BRD-K81418486,PC3,0.37,24.0
LJP008_PC3_24H:G11,BRD-K81418486,PC3,0.12,24.0
LJP008_PC3_24H:G12,BRD-K81418486,PC3,0.04,24.0
LJP008_PC3_24H:M13,BRD-K79254416,PC3,10.0,24.0
LJP008_PC3_24H:M14,BRD-K79254416,PC3,3.33,24.0
LJP008_PC3_24H:M15,BRD-K79254416,PC3,1.11,24.0
LJP008_PC3_24H:M16,BRD-K79254416,PC3,0.37,24.0
LJP008_PC3_24H:M17,BRD-K79254416,PC3,0.12,24.0
LJP008_PC3_24H:M18,BRD-K79254416,PC3,0.04,24.0
LJP009_A549_24H:A03,BRD-K81418486,A549,10.0,24.0
LJP009_A549_24H:D02,BRD-K37764012,A549,3.33,24.0
LJP009_A549_24H:D03,BRD-K37764012,A549,1.11,24.0
LJP009_A549_24H:D04,BRD-K37764012,A549,0.37,24.0
LJP009_A549_24H:D05,BRD-K37764012,A549,0.12,24.0
LJP009_A549_24H:D06,BRD-K37764012,A549,0.04,24.0
LJP009_A549_24H:D19,BRD-K83963101,A549,10.0,24.0
LJP009_A549_24H:D20,BRD-K83963101,A549,3.33,24.0
LJP009_A549_24H:D21,BRD-K83963101,A549,1.11,24.0
LJP009_A549_24H:D22,BRD-K83963101,A549,0.37,24.0
LJP009_A549_24H:D23,BRD-K83963101,A549,0.12,24.0
LJP009_A549_24H:D24,BRD-K83963101,A549,0.04,24.0
LJP009_A549_24H:K01,BRD-K70511574,A549,10.0,24.0
LJP009_A549_24H:K02,BRD-K70511574,A549,3.33,24.0
LJP009_A549_24H:K03,BRD-K70511574,A549,1.11,24.0
LJP009_A549_24H:K04,BRD-K70511574,A549,0.37,24.0
LJP009_A549_24H:K05,BRD-K70511574,A549,0.12,24.0
LJP009_A549_24H:K06,BRD-K70511574,A549,0.04,24.0
LJP009_A549_24H:K19,BRD-K45746021,A549,10.0,24.0
LJP009_A549_24H:K20,BRD-K45746021,A549,3.33,24.0
LJP009_A549_24H:K21,BRD-K45746021,A549,1.11,24.0
LJP009_A549_24H:K22,BRD-K45746021,A549,0.37,24.0
LJP009_A549_24H:K23,BRD-K45746021,A549,0.12,24.0
LJP009_A549_24H:K24,BRD-K45746021,A549,0.04,24.0
LJP009_A549_24H:N07,BRD-K16730910,A549,10.0,24.0
LJP009_A549_24H:N08,BRD-K16730910,A549,3.33,24.0
LJP009_A549_24H:N09,BRD-K16730910,A549,1.11,24.0
LJP009_A549_24H:N10,BRD-K16730910,A549,0.37,24.0
LJP009_A549_24H:N11,BRD-K16730910,A549,0.12,24.0
LJP009_A549_24H:N12,BRD-K16730910,A549,0.04,24.0
LJP009_MCF7_24H:A03,BRD-K81418486,MCF7,10.0,24.0
LJP009_MCF7_24H:D02,BRD-K37764012,MCF7,3.33,24.0
LJP009_MCF7_24H:D03,BRD-K37764012,MCF7,1.11,24.0
LJP009_MCF7_24H:D04,BRD-K37764012,MCF7,0.37,24.0
LJP009_MCF7_24H:D05,BRD-K37764012,MCF7,0.12,24.0
LJP009_MCF7_24H:D06,BRD-K37764012,MCF7,0.04,24.0
LJP009_MCF7_24H:D19,BRD-K83963101,MCF7,10.0,24.0
LJP009_MCF7_24H:D20,BRD-K83963101,MCF7,3.33,24.0
LJP009_MCF7_24H:D21,BRD-K83963101,MCF7,1.11,24.0
LJP009_MCF7_24H:D22,BRD-K83963101,MCF7,0.37,24.0
LJP009_MCF7_24H:D23,BRD-K83963101,MCF7,0.12,24.0
LJP009_MCF7_24H:D24,BRD-K83963101,MCF7,0.04,24.0
LJP009_MCF7_24H:K01,BRD-K70511574,MCF7,10.0,24.0
LJP009_MCF7_24H:K02,BRD-K70511574,MCF7,3.33,24.0
LJP009_MCF7_24H:K03,BRD-K70511574,MCF7,1.11,24.0
LJP009_MCF7_24H:K04,BRD-K70511574,MCF7,0.37,24.0
LJP009_MCF7_24H:K05,BRD-K70511574,MCF7,0.12,24.0
LJP009_MCF7_24H:K06,BRD-K70511574,MCF7,0.04,24.0
LJP009_MCF7_24H:K19,BRD-K45746021,MCF7,10.0,24.0
LJP009_MCF7_24H:K20,BRD-K45746021,MCF7,3.33,24.0
LJP009_MCF7_24H:K21,BRD-K45746021,MCF7,1.11,24.0
LJP009_MCF7_24H:K22,BRD-K45746021,MCF7,0.37,24.0
LJP009_MCF7_24H:K23,BRD-K45746021,MCF7,0.12,24.0
LJP009_MCF7_24H:K24,BRD-K45746021,MCF7,0.04,24.0
LJP009_MCF7_24H:N07,BRD-K16730910,MCF7,10.0,24.0
LJP009_MCF7_24H:N08,BRD-K16730910,MCF7,3.33,24.0
LJP009_MCF7_24H:N09,BRD-K16730910,MCF7,1.11,24.0
LJP009_MCF7_24H:N10,BRD-K16730910,MCF7,0.37,24.0
LJP009_MCF7_24H:N11,BRD-K16730910,MCF7,0.12,24.0
LJP009_MCF7_24H:N12,BRD-K16730910,MCF7,0.04,24.0
LJP009_PC3_24H:A03,BRD-K81418486,PC3,10.0,24.0
LJP009_PC3_24H:D01,BRD-K37764012,PC3,10.0,24.0
LJP009_PC3_24H:D02,BRD-K37764012,PC3,3.33,24.0
LJP009_PC3_24H:D03,BRD-K37764012,PC3,1.11,24.0
LJP009_PC3_24H:D04,BRD-K37764012,PC3,0.37,24.0
LJP009_PC3_24H:D05,BRD-K37764012,PC3,0.12,24.0
LJP009_PC3_24H:D06,BRD-K37764012,PC3,0.04,24.0
LJP009_PC3_24H:D19,BRD-K83963101,PC3,10.0,24.0
LJP009_PC3_24H:D20,BRD-K83963101,PC3,3.33,24.0
LJP009_PC3_24H:D21,BRD-K83963101,PC3,1.11,24.0
LJP009_PC3_24H:D22,BRD-K83963101,PC3,0.37,24.0
LJP009_PC3_24H:D23,BRD-K83963101,PC3,0.12,24.0
LJP009_PC3_24H:D24,BRD-K83963101,PC3,0.04,24.0
LJP009_PC3_24H:K01,BRD-K70511574,PC3,10.0,24.0
LJP009_PC3_24H:K02,BRD-K70511574,PC3,3.33,24.0
LJP009_PC3_24H:K03,BRD-K70511574,PC3,1.11,24.0
LJP009_PC3_24H:K04,BRD-K70511574,PC3,0.37,24.0
LJP009_PC3_24H:K05,BRD-K70511574,PC3,0.12,24.0
LJP009_PC3_24H:K06,BRD-K70511574,PC3,0.04,24.0
LJP009_PC3_24H:K19,BRD-K45746021,PC3,10.0,24.0
LJP009_PC3_24H:K20,BRD-K45746021,PC3,3.33,24.0
LJP009_PC3_24H:K21,BRD-K45746021,PC3,1.11,24.0
LJP009_PC3_24H:K22,BRD-K45746021,PC3,0.37,24.0
LJP009_PC3_24H:K23,BRD-K45746021,PC3,0.12,24.0
LJP009_PC3_24H:K24,BRD-K45746021,PC3,0.04,24.0
LJP009_PC3_24H:N07,BRD-K16730910,PC3,10.0,24.0
LJP009_PC3_24H:N08,BRD-K16730910,PC3,3.33,24.0
LJP009_PC3_24H:N09,BRD-K16730910,PC3,1.11,24.0
LJP009_PC3_24H:N10,BRD-K16730910,PC3,0.37,24.0
LJP009_PC3_24H:N11,BRD-K16730910,PC3,0.12,24.0
LJP009_PC3_24H:N12,BRD-K16730910,PC3,0.04,24.0
LKCP001_A549_24H:C01,BRD-K99964838,A549,10.0,24.0
LKCP001_A549_24H:C02,BRD-K99964838,A549,1.0,24.0
LKCP001_A549_24H:C03,BRD-K99964838,A549,0.1,24.0
LKCP001_A549_24H:C07,BRD-K03449891,A549,10.0,24.0
LKCP001_A549_24H:C08,BRD-K03449891,A549,1.0,24.0
LKCP001_A549_24H:C09,BRD-K03449891,A549,0.1,24.0
LKCP001_A549_24H:F01,BRD-K87909389,A549,10.0,24.0
LKCP001_A549_24H:F02,BRD-K87909389,A549,1.0,24.0
LKCP001_A549_24H:F03,BRD-K87909389,A549,0.1,24.0
LKCP001_A549_24H:G10,BRD-K77625799,A549,10.0,24.0
LKCP001_A549_24H:G11,BRD-K77625799,A549,1.0,24.0
LKCP001_A549_24H:G12,BRD-K77625799,A549,0.1,24.0
LKCP001_A549_24H:H07,BRD-K07691486,A549,10.0,24.0
LKCP001_A549_24H:H08,BRD-K07691486,A549,1.0,24.0
LKCP001_A549_24H:H09,BRD-K07691486,A549,0.1,24.0
LKCP001_A549_24H:H13,BRD-K70511574,A549,10.0,24.0
LKCP001_A549_24H:H14,BRD-K70511574,A549,1.0,24.0
LKCP001_A549_24H:H15,BRD-K70511574,A549,0.1,24.0
LKCP001_A549_24H:I07,BRD-K66538826,A549,10.0,24.0
LKCP001_A549_24H:I08,BRD-K66538826,A549,1.0,24.0
LKCP001_A549_24H:I09,BRD-K66538826,A549,0.1,24.0
LKCP001_A549_24H:J01,BRD-K68870568,A549,10.0,24.0
LKCP001_A549_24H:J02,BRD-K68870568,A549,1.0,24.0
LKCP001_A549_24H:J03,BRD-K68870568,A549,0.1,24.0
LKCP001_A549_24H:K13,BRD-K13662825,A549,10.0,24.0
LKCP001_A549_24H:K14,BRD-K13662825,A549,1.0,24.0
LKCP001_A549_24H:K15,BRD-K13662825,A549,0.1,24.0
LKCP001_A549_24H:L07,BRD-A08545410,A549,10.0,24.0
LKCP001_A549_24H:L08,BRD-A08545410,A549,1.0,24.0
LKCP001_A549_24H:L09,BRD-A08545410,A549,0.1,24.0
LKCP001_A549_24H:P19,BRD-K16730910,A549,10.0,24.0
LKCP001_A549_24H:P20,BRD-K16730910,A549,1.0,24.0
LKCP001_A549_24H:P21,BRD-K16730910,A549,0.1,24.0
LKCP001_MCF7_24H:C01,BRD-K99964838,MCF7,10.0,24.0
LKCP001_MCF7_24H:C02,BRD-K99964838,MCF7,1.0,24.0
LKCP001_MCF7_24H:C03,BRD-K99964838,MCF7,0.1,24.0
LKCP001_MCF7_24H:C07,BRD-K03449891,MCF7,10.0,24.0
LKCP001_MCF7_24H:C08,BRD-K03449891,MCF7,1.0,24.0
LKCP001_MCF7_24H:C09,BRD-K03449891,MCF7,0.1,24.0
LKCP001_MCF7_24H:F01,BRD-K87909389,MCF7,10.0,24.0
LKCP001_MCF7_24H:F02,BRD-K87909389,MCF7,1.0,24.0
LKCP001_MCF7_24H:F03,BRD-K87909389,MCF7,0.1,24.0
LKCP001_MCF7_24H:G10,BRD-K77625799,MCF7,10.0,24.0
LKCP001_MCF7_24H:G11,BRD-K77625799,MCF7,1.0,24.0
LKCP001_MCF7_24H:G12,BRD-K77625799,MCF7,0.1,24.0
LKCP001_MCF7_24H:H07,BRD-K07691486,MCF7,10.0,24.0
LKCP001_MCF7_24H:H08,BRD-K07691486,MCF7,1.0,24.0
LKCP001_MCF7_24H:H09,BRD-K07691486,MCF7,0.1,24.0
LKCP001_MCF7_24H:H13,BRD-K70511574,MCF7,10.0,24.0
LKCP001_MCF7_24H:H14,BRD-K70511574,MCF7,1.0,24.0
LKCP001_MCF7_24H:H15,BRD-K70511574,MCF7,0.1,24.0
LKCP001_MCF7_24H:I07,BRD-K66538826,MCF7,10.0,24.0
LKCP001_MCF7_24H:I08,BRD-K66538826,MCF7,1.0,24.0
LKCP001_MCF7_24H:I09,BRD-K66538826,MCF7,0.1,24.0
LKCP001_MCF7_24H:J01,BRD-K68870568,MCF7,10.0,24.0
LKCP001_MCF7_24H:J02,BRD-K68870568,MCF7,1.0,24.0
LKCP001_MCF7_24H:J03,BRD-K68870568,MCF7,0.1,24.0
LKCP001_MCF7_24H:K13,BRD-K13662825,MCF7,10.0,24.0
LKCP001_MCF7_24H:K14,BRD-K13662825,MCF7,1.0,24.0
LKCP001_MCF7_24H:K15,BRD-K13662825,MCF7,0.1,24.0
LKCP001_MCF7_24H:L07,BRD-A08545410,MCF7,10.0,24.0
LKCP001_MCF7_24H:L08,BRD-A08545410,MCF7,1.0,24.0
LKCP001_MCF7_24H:L09,BRD-A08545410,MCF7,0.1,24.0
LKCP001_MCF7_24H:P19,BRD-K16730910,MCF7,10.0,24.0
LKCP001_MCF7_24H:P20,BRD-K16730910,MCF7,1.0,24.0
LKCP001_MCF7_24H:P21,BRD-K16730910,MCF7,0.1,24.0
LKCP002_A549_24H:A10,BRD-K07691486,A549,10.0,24.0
LKCP002_A549_24H:A11,BRD-K07691486,A549,1.0,24.0
LKCP002_A549_24H:A12,BRD-K07691486,A549,0.1,24.0
LKCP002_A549_24H:B07,BRD-K82746043,A549,10.0,24.0
LKCP002_A549_24H:B08,BRD-K82746043,A549,1.0,24.0
LKCP002_A549_24H:B09,BRD-K82746043,A549,0.1,24.0
LKCP002_A549_24H:C07,BRD-K79254416,A549,10.0,24.0
LKCP002_A549_24H:C08,BRD-K79254416,A549,1.0,24.0
LKCP002_A549_24H:C09,BRD-K79254416,A549,0.1,24.0
LKCP002_A549_24H:C10,BRD-K66538826,A549,10.0,24.0
LKCP002_A549_24H:C11,BRD-K66538826,A549,1.0,24.0
LKCP002_A549_24H:C12,BRD-K66538826,A549,0.1,24.0
LKCP002_A549_24H:C19,BRD-K92428232,A549,9.99625,24.0
LKCP002_A549_24H:C20,BRD-K92428232,A549,0.999625,24.0
LKCP002_A549_24H:C21,BRD-K92428232,A549,0.0999625,24.0
LKCP002_A549_24H:D07,BRD-A97437073,A549,10.0,24.0
LKCP002_A549_24H:D08,BRD-A97437073,A549,1.0,24.0
LKCP002_A549_24H:D09,BRD-A97437073,A549,0.1,24.0
LKCP002_A549_24H:I04,BRD-K68488863,A549,10.0,24.0
LKCP002_A549_24H:I05,BRD-K68488863,A549,1.0,24.0
LKCP002_A549_24H:I06,BRD-K68488863,A549,0.1,24.0
LKCP002_A549_24H:I10,BRD-K75295174,A549,10.0,24.0
LKCP002_A549_24H:I11,BRD-K75295174,A549,1.0,24.0
LKCP002_A549_24H:I12,BRD-K75295174,A549,0.1,24.0
LKCP002_A549_24H:J13,BRD-K87782578,A549,10.0,24.0
LKCP002_A549_24H:J14,BRD-K87782578,A549,1.0,24.0
LKCP002_A549_24H:J15,BRD-K87782578,A549,0.1,24.0
LKCP002_A549_24H:K04,BRD-K24576554,A549,10.0,24.0
LKCP002_A549_24H:K05,BRD-K24576554,A549,1.0,24.0
LKCP002_A549_24H:K06,BRD-K24576554,A549,0.1,24.0
LKCP002_A549_24H:L13,BRD-K72827473,A549,10.0,24.0
LKCP002_A549_24H:L14,BRD-K72827473,A549,1.0,24.0
LKCP002_A549_24H:L15,BRD-K72827473,A549,0.1,24.0
LKCP002_A549_24H:M04,BRD-K63504947,A549,10.0,24.0
LKCP002_A549_24H:M05,BRD-K63504947,A549,1.0,24.0
LKCP002_A549_24H:M06,BRD-K63504947,A549,0.1,24.0
LKCP002_A549_24H:M10,BRD-K56032964,A549,5.0,24.0
LKCP002_A549_24H:M11,BRD-K56032964,A549,0.5,24.0
LKCP002_A549_24H:M12,BRD-K56032964,A549,0.05,24.0
LKCP002_A549_24H:N07,BRD-K86930074,A549,10.0,24.0
LKCP002_A549_24H:N08,BRD-K86930074,A549,1.0,24.0
LKCP002_A549_24H:N09,BRD-K86930074,A549,0.1,24.0
LKCP002_A549_24H:N10,BRD-K13646352,A549,10.0,24.0
LKCP002_A549_24H:N11,BRD-K13646352,A549,1.0,24.0
LKCP002_A549_24H:N12,BRD-K13646352,A549,0.1,24.0
LKCP002_A549_24H:P22,BRD-K87909389,A549,10.0,24.0
LKCP002_A549_24H:P23,BRD-K87909389,A549,1.0,24.0
LKCP002_A549_24H:P24,BRD-K87909389,A549,0.1,24.0
LKCP002_MCF7_24H:A10,BRD-K07691486,MCF7,10.0,24.0
LKCP002_MCF7_24H:A11,BRD-K07691486,MCF7,1.0,24.0
LKCP002_MCF7_24H:A12,BRD-K07691486,MCF7,0.1,24.0
LKCP002_MCF7_24H:B07,BRD-K82746043,MCF7,10.0,24.0
LKCP002_MCF7_24H:B08,BRD-K82746043,MCF7,1.0,24.0
LKCP002_MCF7_24H:B09,BRD-K82746043,MCF7,0.1,24.0
LKCP002_MCF7_24H:C07,BRD-K79254416,MCF7,10.0,24.0
LKCP002_MCF7_24H:C08,BRD-K79254416,MCF7,1.0,24.0
LKCP002_MCF7_24H:C09,BRD-K79254416,MCF7,0.1,24.0
LKCP002_MCF7_24H:C10,BRD-K66538826,MCF7,10.0,24.0
LKCP002_MCF7_24H:C11,BRD-K66538826,MCF7,1.0,24.0
LKCP002_MCF7_24H:C12,BRD-K66538826,MCF7,0.1,24.0
LKCP002_MCF7_24H:C19,BRD-K92428232,MCF7,9.99625,24.0
LKCP002_MCF7_24H:C20,BRD-K92428232,MCF7,0.999625,24.0
LKCP002_MCF7_24H:C21,BRD-K92428232,MCF7,0.0999625,24.0
LKCP002_MCF7_24H:D07,BRD-A97437073,MCF7,10.0,24.0
LKCP002_MCF7_24H:D08,BRD-A97437073,MCF7,1.0,24.0
LKCP002_MCF7_24H:D09,BRD-A97437073,MCF7,0.1,24.0
LKCP002_MCF7_24H:I04,BRD-K68488863,MCF7,10.0,24.0
LKCP002_MCF7_24H:I05,BRD-K68488863,MCF7,1.0,24.0
LKCP002_MCF7_24H:I06,BRD-K68488863,MCF7,0.1,24.0
LKCP002_MCF7_24H:I10,BRD-K75295174,MCF7,10.0,24.0
LKCP002_MCF7_24H:I11,BRD-K75295174,MCF7,1.0,24.0
LKCP002_MCF7_24H:I12,BRD-K75295174,MCF7,0.1,24.0
LKCP002_MCF7_24H:J13,BRD-K87782578,MCF7,10.0,24.0
LKCP002_MCF7_24H:J14,BRD-K87782578,MCF7,1.0,24.0
LKCP002_MCF7_24H:J15,BRD-K87782578,MCF7,0.1,24.0
LKCP002_MCF7_24H:K04,BRD-K24576554,MCF7,10.0,24.0
LKCP002_MCF7_24H:K05,BRD-K24576554,MCF7,1.0,24.0
LKCP002_MCF7_24H:K06,BRD-K24576554,MCF7,0.1,24.0
LKCP002_MCF7_24H:L13,BRD-K72827473,MCF7,10.0,24.0
LKCP002_MCF7_24H:L14,BRD-K72827473,MCF7,1.0,24.0
LKCP002_MCF7_24H:L15,BRD-K72827473,MCF7,0.1,24.0
LKCP002_MCF7_24H:M04,BRD-K63504947,MCF7,10.0,24.0
LKCP002_MCF7_24H:M05,BRD-K63504947,MCF7,1.0,24.0
LKCP002_MCF7_24H:M06,BRD-K63504947,MCF7,0.1,24.0
LKCP002_MCF7_24H:M10,BRD-K56032964,MCF7,5.0,24.0
LKCP002_MCF7_24H:M11,BRD-K56032964,MCF7,0.5,24.0
LKCP002_MCF7_24H:M12,BRD-K56032964,MCF7,0.05,24.0
LKCP002_MCF7_24H:N07,BRD-K86930074,MCF7,10.0,24.0
LKCP002_MCF7_24H:N08,BRD-K86930074,MCF7,1.0,24.0
LKCP002_MCF7_24H:N09,BRD-K86930074,MCF7,0.1,24.0
LKCP002_MCF7_24H:N10,BRD-K13646352,MCF7,10.0,24.0
LKCP002_MCF7_24H:N11,BRD-K13646352,MCF7,1.0,24.0
LKCP002_MCF7_24H:N12,BRD-K13646352,MCF7,0.1,24.0
LKCP002_MCF7_24H:P22,BRD-K87909389,MCF7,10.0,24.0
LKCP002_MCF7_24H:P23,BRD-K87909389,MCF7,1.0,24.0
LKCP002_MCF7_24H:P24,BRD-K87909389,MCF7,0.1,24.0
LUNG001_A549_24H:BRD-A13084692:10,BRD-A13084692,A549,10.0,24.0
LUNG001_A549_24H:BRD-K07691486:10,BRD-K07691486,A549,10.0,24.0
LUNG001_A549_24H:BRD-K13646352:10,BRD-K13646352,A549,10.0,24.0
LUNG001_A549_24H:BRD-K19540840:10,BRD-K19540840,A549,10.0,24.0
LUNG001_A549_24H:BRD-K24576554:10,BRD-K24576554,A549,10.0,24.0
LUNG001_A549_24H:BRD-K64052750:10,BRD-K64052750,A549,10.0,24.0
LUNG001_A549_24H:BRD-K64890080:10,BRD-K64890080,A549,10.0,24.0
LUNG001_A549_24H:BRD-K68488863:10,BRD-K68488863,A549,10.0,24.0
LUNG001_A549_24H:BRD-K70511574:10,BRD-K70511574,A549,10.0,24.0
LUNG001_A549_24H:BRD-K71035033:10,BRD-K71035033,A549,10.0,24.0
LUNG001_A549_24H:BRD-K75295174:10,BRD-K75295174,A549,10.0,24.0
LUNG001_A549_24H:BRD-K76908866:10,BRD-K76908866,A549,10.0,24.0
LUNG001_A549_24H:BRD-K79254416:10,BRD-K79254416,A549,10.0,24.0
LUNG001_A549_24H:BRD-K82746043:10,BRD-K82746043,A549,10.0,24.0
LUNG001_A549_24H:BRD-K86930074:10,BRD-K86930074,A549,10.0,24.0
LUNG001_A549_24H:BRD-K87909389:10,BRD-K87909389,A549,10.0,24.0
MET001_MCF7_XH:BRD-K81418486:10:24,BRD-K81418486,MCF7,10.0,24.0
MOA001_A549_24H:O11,BRD-K81418486,A549,9.99924,24.0
MOA001_A549_24H:O12,BRD-K81418486,A549,3.33308,24.0
MOA001_A549_24H:P11,BRD-K81418486,A549,1.11103,24.0
MOA001_A549_24H:P12,BRD-K81418486,A549,0.370342,24.0
MOAR002_PC3_24H:D07,BRD-K02637541,PC3,10.0,24.0
MOAR002_PC3_24H:D08,BRD-K02637541,PC3,3.33333,24.0
