,pert_id,cell_iname,pert_dose_num,pert_time_num
REP.B008_A549_24H:C05,BRD-K36740062,A549,0.02849,24.0
REP.B008_A549_24H:C06,BRD-K36740062,A549,0.00949668,24.0
REP.B008_A549_24H:H07,BRD-K77771411,A549,2.30769,24.0
REP.B008_A549_24H:H08,BRD-K77771411,A549,0.769231,24.0
REP.B008_A549_24H:H09,BRD-K77771411,A549,0.25641,24.0
REP.B008_A549_24H:H10,BRD-K77771411,A549,0.0854701,24.0
REP.B008_A549_24H:H11,BRD-K77771411,A549,0.02849,24.0
REP.B008_A549_24H:H12,BRD-K77771411,A549,0.00949668,24.0
REP.B008_MCF7_24H:A07,BRD-A68009927,MCF7,2.30769,24.0
REP.B008_MCF7_24H:A08,BRD-A68009927,MCF7,0.769231,24.0
REP.B008_MCF7_24H:A09,BRD-A68009927,MCF7,0.25641,24.0
REP.B008_MCF7_24H:A10,BRD-A68009927,MCF7,0.0854701,24.0
REP.B008_MCF7_24H:A11,BRD-A68009927,MCF7,0.02849,24.0
REP.B008_MCF7_24H:A12,BRD-A68009927,MCF7,0.00949668,24.0
REP.B008_MCF7_24H:C01,BRD-K36740062,MCF7,2.30769,24.0
REP.B008_MCF7_24H:C02,BRD-K36740062,MCF7,0.769231,24.0
REP.B008_MCF7_24H:C03,BRD-K36740062,MCF7,0.25641,24.0
REP.B008_MCF7_24H:C04,BRD-K36740062,MCF7,0.0854701,24.0
REP.B008_MCF7_24H:C05,BRD-K36740062,MCF7,0.02849,24.0
REP.B008_MCF7_24H:C06,BRD-K36740062,MCF7,0.00949668,24.0
REP.B008_MCF7_24H:H07,BRD-K77771411,MCF7,2.30769,24.0
REP.B008_MCF7_24H:H08,BRD-K77771411,MCF7,0.769231,24.0
REP.B008_MCF7_24H:H09,BRD-K77771411,MCF7,0.25641,24.0
REP.B008_MCF7_24H:H10,BRD-K77771411,MCF7,0.0854701,24.0
REP.B008_MCF7_24H:H11,BRD-K77771411,MCF7,0.02849,24.0
REP.B008_MCF7_24H:H12,BRD-K77771411,MCF7,0.00949668,24.0
REP.B008_PC3_24H:A07,BRD-A68009927,PC3,2.30769,24.0
REP.B008_PC3_24H:A08,BRD-A68009927,PC3,0.769231,24.0
REP.B008_PC3_24H:A09,BRD-A68009927,PC3,0.25641,24.0
REP.B008_PC3_24H:A10,BRD-A68009927,PC3,0.0854701,24.0
REP.B008_PC3_24H:A11,BRD-A68009927,PC3,0.02849,24.0
REP.B008_PC3_24H:A12,BRD-A68009927,PC3,0.00949668,24.0
REP.B008_PC3_24H:C01,BRD-K36740062,PC3,2.30769,24.0
REP.B008_PC3_24H:C02,BRD-K36740062,PC3,0.769231,24.0
REP.B008_PC3_24H:C03,BRD-K36740062,PC3,0.25641,24.0
REP.B008_PC3_24H:C04,BRD-K36740062,PC3,0.0854701,24.0
REP.B008_PC3_24H:C05,BRD-K36740062,PC3,0.02849,24.0
REP.B008_PC3_24H:C06,BRD-K36740062,PC3,0.00949668,24.0
REP.B008_PC3_24H:H07,BRD-K77771411,PC3,2.30769,24.0
REP.B008_PC3_24H:H08,BRD-K77771411,PC3,0.769231,24.0
REP.B008_PC3_24H:H09,BRD-K77771411,PC3,0.25641,24.0
REP.B008_PC3_24H:H10,BRD-K77771411,PC3,0.0854701,24.0
REP.B008_PC3_24H:H11,BRD-K77771411,PC3,0.02849,24.0
REP.B008_PC3_24H:H12,BRD-K77771411,PC3,0.00949668,24.0
REP.B009_A549_24H:N13,BRD-K33610132,A549,2.30769,24.0
REP.B009_A549_24H:N14,BRD-K33610132,A549,0.769231,24.0
REP.B009_A549_24H:N15,BRD-K33610132,A549,0.25641,24.0
REP.B009_A549_24H:N16,BRD-K33610132,A549,0.0854701,24.0
REP.B009_A549_24H:N17,BRD-K33610132,A549,0.02849,24.0
REP.B009_A549_24H:N18,BRD-K33610132,A549,0.00949668,24.0
REP.B009_MCF7_24H:N13,BRD-K33610132,MCF7,2.30769,24.0
REP.B009_MCF7_24H:N14,BRD-K33610132,MCF7,0.769231,24.0
REP.B009_MCF7_24H:N15,BRD-K33610132,MCF7,0.25641,24.0
REP.B009_MCF7_24H:N16,BRD-K33610132,MCF7,0.0854701,24.0
REP.B009_MCF7_24H:N17,BRD-K33610132,MCF7,0.02849,24.0
REP.B009_MCF7_24H:N18,BRD-K33610132,MCF7,0.00949668,24.0
REP.B009_PC3_24H:N13,BRD-K33610132,PC3,2.30769,24.0
REP.B009_PC3_24H:N14,BRD-K33610132,PC3,0.769231,24.0
REP.B009_PC3_24H:N15,BRD-K33610132,PC3,0.25641,24.0
REP.B009_PC3_24H:N16,BRD-K33610132,PC3,0.0854701,24.0
REP.B009_PC3_24H:N17,BRD-K33610132,PC3,0.02849,24.0
REP.B009_PC3_24H:N18,BRD-K33610132,PC3,0.00949668,24.0
REP.B010_A549_24H:F13,BRD-K12994359,A549,2.30769,24.0
REP.B010_A549_24H:F14,BRD-K12994359,A549,0.769231,24.0
REP.B010_A549_24H:F15,BRD-K12994359,A549,0.25641,24.0
REP.B010_A549_24H:F16,BRD-K12994359,A549,0.0854701,24.0
REP.B010_A549_24H:F17,BRD-K12994359,A549,0.02849,24.0
REP.B010_A549_24H:F18,BRD-K12994359,A549,0.00949668,24.0
REP.B010_A549_24H:F19,BRD-A13084692,A549,2.30769,24.0
REP.B010_A549_24H:F20,BRD-A13084692,A549,0.769231,24.0
REP.B010_A549_24H:F21,BRD-A13084692,A549,0.25641,24.0
REP.B010_A549_24H:F22,BRD-A13084692,A549,0.0854701,24.0
REP.B010_A549_24H:F23,BRD-A13084692,A549,0.02849,24.0
REP.B010_A549_24H:F24,BRD-A13084692,A549,0.00949668,24.0
REP.B010_A549_24H:I01,BRD-K13646352,A549,2.30769,24.0
REP.B010_A549_24H:I02,BRD-K13646352,A549,0.769231,24.0
REP.B010_A549_24H:I03,BRD-K13646352,A549,0.25641,24.0
REP.B010_A549_24H:I04,BRD-K13646352,A549,0.0854701,24.0
REP.B010_A549_24H:I05,BRD-K13646352,A549,0.02849,24.0
REP.B010_A549_24H:I06,BRD-K13646352,A549,0.00949668,24.0
REP.B010_A549_24H:J01,BRD-K13662825,A549,2.30769,24.0
REP.B010_A549_24H:J02,BRD-K13662825,A549,0.769231,24.0
REP.B010_A549_24H:J03,BRD-K13662825,A549,0.25641,24.0
REP.B010_A549_24H:J04,BRD-K13662825,A549,0.0854701,24.0
REP.B010_A549_24H:J05,BRD-K13662825,A549,0.02849,24.0
REP.B010_A549_24H:J06,BRD-K13662825,A549,0.00949668,24.0
REP.B010_MCF7_24H:F13,BRD-K12994359,MCF7,2.30769,24.0
REP.B010_MCF7_24H:F14,BRD-K12994359,MCF7,0.769231,24.0
REP.B010_MCF7_24H:F15,BRD-K12994359,MCF7,0.25641,24.0
REP.B010_MCF7_24H:F16,BRD-K12994359,MCF7,0.0854701,24.0
REP.B010_MCF7_24H:F17,BRD-K12994359,MCF7,0.02849,24.0
REP.B010_MCF7_24H:F18,BRD-K12994359,MCF7,0.00949668,24.0
REP.B010_MCF7_24H:F19,BRD-A13084692,MCF7,2.30769,24.0
REP.B010_MCF7_24H:F20,BRD-A13084692,MCF7,0.769231,24.0
REP.B010_MCF7_24H:F21,BRD-A13084692,MCF7,0.25641,24.0
REP.B010_MCF7_24H:F22,BRD-A13084692,MCF7,0.0854701,24.0
REP.B010_MCF7_24H:F23,BRD-A13084692,MCF7,0.02849,24.0
REP.B010_MCF7_24H:F24,BRD-A13084692,MCF7,0.00949668,24.0
REP.B010_MCF7_24H:I01,BRD-K13646352,MCF7,2.30769,24.0
REP.B010_MCF7_24H:I02,BRD-K13646352,MCF7,0.769231,24.0
REP.B010_MCF7_24H:I03,BRD-K13646352,MCF7,0.25641,24.0
REP.B010_MCF7_24H:I04,BRD-K13646352,MCF7,0.0854701,24.0
REP.B010_MCF7_24H:I05,BRD-K13646352,MCF7,0.02849,24.0
REP.B010_MCF7_24H:I06,BRD-K13646352,MCF7,0.00949668,24.0
REP.B010_MCF7_24H:J01,BRD-K13662825,MCF7,2.30769,24.0
REP.B010_MCF7_24H:J02,BRD-K13662825,MCF7,0.769231,24.0
REP.B010_MCF7_24H:J03,BRD-K13662825,MCF7,0.25641,24.0
REP.B010_MCF7_24H:J04,BRD-K13662825,MCF7,0.0854701,24.0
REP.B010_MCF7_24H:J05,BRD-K13662825,MCF7,0.02849,24.0
REP.B010_MCF7_24H:J06,BRD-K13662825,MCF7,0.00949668,24.0
REP.B010_PC3_24H:F13,BRD-K12994359,PC3,2.30769,24.0
REP.B010_PC3_24H:F14,BRD-K12994359,PC3,0.769231,24.0
REP.B010_PC3_24H:F15,BRD-K12994359,PC3,0.25641,24.0
REP.B010_PC3_24H:F16,BRD-K12994359,PC3,0.0854701,24.0
REP.B010_PC3_24H:F17,BRD-K12994359,PC3,0.02849,24.0
REP.B010_PC3_24H:F18,BRD-K12994359,PC3,0.00949668,24.0
REP.B010_PC3_24H:F19,BRD-A13084692,PC3,2.30769,24.0
REP.B010_PC3_24H:F20,BRD-A13084692,PC3,0.769231,24.0
REP.B010_PC3_24H:F21,BRD-A13084692,PC3,0.25641,24.0
REP.B010_PC3_24H:F22,BRD-A13084692,PC3,0.0854701,24.0
REP.B010_PC3_24H:F23,BRD-A13084692,PC3,0.02849,24.0
REP.B010_PC3_24H:F24,BRD-A13084692,PC3,0.00949668,24.0
REP.B010_PC3_24H:I01,BRD-K13646352,PC3,2.30769,24.0
REP.B010_PC3_24H:I02,BRD-K13646352,PC3,0.769231,24.0
REP.B010_PC3_24H:I03,BRD-K13646352,PC3,0.25641,24.0
REP.B010_PC3_24H:I04,BRD-K13646352,PC3,0.0854701,24.0
REP.B010_PC3_24H:I05,BRD-K13646352,PC3,0.02849,24.0
REP.B010_PC3_24H:I06,BRD-K13646352,PC3,0.00949668,24.0
REP.B010_PC3_24H:J01,BRD-K13662825,PC3,2.30769,24.0
REP.B010_PC3_24H:J02,BRD-K13662825,PC3,0.769231,24.0
REP.B010_PC3_24H:J03,BRD-K13662825,PC3,0.25641,24.0
REP.B010_PC3_24H:J04,BRD-K13662825,PC3,0.0854701,24.0
REP.B010_PC3_24H:J05,BRD-K13662825,PC3,0.02849,24.0
REP.B010_PC3_24H:J06,BRD-K13662825,PC3,0.00949668,24.0
REP.B011_A549_24H:O07,BRD-K07691486,A549,2.30769,24.0
REP.B011_A549_24H:O08,BRD-K07691486,A549,0.769231,24.0
REP.B011_A549_24H:O09,BRD-K07691486,A549,0.25641,24.0
REP.B011_A549_24H:O10,BRD-K07691486,A549,0.0854701,24.0
REP.B011_A549_24H:O11,BRD-K07691486,A549,0.02849,24.0
REP.B011_A549_24H:O12,BRD-K07691486,A549,0.00949668,24.0
REP.B011_MCF7_24H:O07,BRD-K07691486,MCF7,2.30769,24.0
REP.B011_MCF7_24H:O08,BRD-K07691486,MCF7,0.769231,24.0
REP.B011_MCF7_24H:O09,BRD-K07691486,MCF7,0.25641,24.0
REP.B011_MCF7_24H:O10,BRD-K07691486,MCF7,0.0854701,24.0
REP.B011_MCF7_24H:O11,BRD-K07691486,MCF7,0.02849,24.0
REP.B011_MCF7_24H:O12,BRD-K07691486,MCF7,0.00949668,24.0
REP.B011_PC3_24H:O07,BRD-K07691486,PC3,2.30769,24.0
REP.B011_PC3_24H:O08,BRD-K07691486,PC3,0.769231,24.0
REP.B011_PC3_24H:O09,BRD-K07691486,PC3,0.25641,24.0
REP.B011_PC3_24H:O10,BRD-K07691486,PC3,0.0854701,24.0
REP.B011_PC3_24H:O11,BRD-K07691486,PC3,0.02849,24.0
REP.B011_PC3_24H:O12,BRD-K07691486,PC3,0.00949668,24.0
REP.B012_A549_24H:L13,BRD-K02637541,A549,2.30769,24.0
REP.B012_A549_24H:L14,BRD-K02637541,A549,0.769231,24.0
REP.B012_A549_24H:L15,BRD-K02637541,A549,0.25641,24.0
REP.B012_A549_24H:L16,BRD-K02637541,A549,0.0854701,24.0
REP.B012_A549_24H:L17,BRD-K02637541,A549,0.02849,24.0
REP.B012_A549_24H:L18,BRD-K02637541,A549,0.00949668,24.0
REP.B012_A549_24H:P19,BRD-K03449891,A549,2.30769,24.0
REP.B012_A549_24H:P20,BRD-K03449891,A549,0.769231,24.0
REP.B012_A549_24H:P21,BRD-K03449891,A549,0.25641,24.0
REP.B012_A549_24H:P22,BRD-K03449891,A549,0.0854701,24.0
REP.B012_A549_24H:P23,BRD-K03449891,A549,0.02849,24.0
REP.B012_A549_24H:P24,BRD-K03449891,A549,0.00949668,24.0
REP.B012_MCF7_24H:L13,BRD-K02637541,MCF7,2.30769,24.0
REP.B012_MCF7_24H:L14,BRD-K02637541,MCF7,0.769231,24.0
REP.B012_MCF7_24H:L15,BRD-K02637541,MCF7,0.25641,24.0
REP.B012_MCF7_24H:L16,BRD-K02637541,MCF7,0.0854701,24.0
REP.B012_MCF7_24H:L17,BRD-K02637541,MCF7,0.02849,24.0
REP.B012_MCF7_24H:L18,BRD-K02637541,MCF7,0.00949668,24.0
REP.B012_MCF7_24H:P19,BRD-K03449891,MCF7,2.30769,24.0
REP.B012_MCF7_24H:P20,BRD-K03449891,MCF7,0.769231,24.0
REP.B012_MCF7_24H:P21,BRD-K03449891,MCF7,0.25641,24.0
REP.B012_MCF7_24H:P22,BRD-K03449891,MCF7,0.0854701,24.0
REP.B012_MCF7_24H:P23,BRD-K03449891,MCF7,0.02849,24.0
REP.B012_MCF7_24H:P24,BRD-K03449891,MCF7,0.00949668,24.0
REP.B012_PC3_24H:L13,BRD-K02637541,PC3,2.30769,24.0
REP.B012_PC3_24H:L14,BRD-K02637541,PC3,0.769231,24.0
REP.B012_PC3_24H:L15,BRD-K02637541,PC3,0.25641,24.0
REP.B012_PC3_24H:L16,BRD-K02637541,PC3,0.0854701,24.0
REP.B012_PC3_24H:L17,BRD-K02637541,PC3,0.02849,24.0
REP.B012_PC3_24H:L18,BRD-K02637541,PC3,0.00949668,24.0
REP.B012_PC3_24H:P19,BRD-K03449891,PC3,2.30769,24.0
REP.B012_PC3_24H:P20,BRD-K03449891,PC3,0.769231,24.0
REP.B012_PC3_24H:P21,BRD-K03449891,PC3,0.25641,24.0
REP.B012_PC3_24H:P22,BRD-K03449891,PC3,0.0854701,24.0
REP.B012_PC3_24H:P23,BRD-K03449891,PC3,0.02849,24.0
REP.B012_PC3_24H:P24,BRD-K03449891,PC3,0.00949668,24.0
REP.B014_A549_24H:B13,BRD-K56032964,A549,2.30769,24.0
REP.B014_A549_24H:B14,BRD-K56032964,A549,0.769231,24.0
REP.B014_A549_24H:B15,BRD-K56032964,A549,0.25641,24.0
REP.B014_A549_24H:B16,BRD-K56032964,A549,0.0854701,24.0
REP.B014_A549_24H:B17,BRD-K56032964,A549,0.02849,24.0
REP.B014_A549_24H:B18,BRD-K56032964,A549,0.00949668,24.0
REP.B014_A549_24H:K14,BRD-K37764012,A549,0.769231,24.0
REP.B014_A549_24H:K15,BRD-K37764012,A549,0.25641,24.0
REP.B014_A549_24H:K16,BRD-K37764012,A549,0.0854701,24.0
REP.B014_A549_24H:K17,BRD-K37764012,A549,0.02849,24.0
REP.B014_A549_24H:K18,BRD-K37764012,A549,0.00949668,24.0
REP.B014_MCF7_24H:B13,BRD-K56032964,MCF7,2.30769,24.0
REP.B014_MCF7_24H:B14,BRD-K56032964,MCF7,0.769231,24.0
REP.B014_MCF7_24H:B15,BRD-K56032964,MCF7,0.25641,24.0
REP.B014_MCF7_24H:B16,BRD-K56032964,MCF7,0.0854701,24.0
REP.B014_MCF7_24H:B17,BRD-K56032964,MCF7,0.02849,24.0
REP.B014_MCF7_24H:B18,BRD-K56032964,MCF7,0.00949668,24.0
REP.B014_MCF7_24H:K13,BRD-K37764012,MCF7,2.30769,24.0
REP.B014_MCF7_24H:K14,BRD-K37764012,MCF7,0.769231,24.0
REP.B014_MCF7_24H:K15,BRD-K37764012,MCF7,0.25641,24.0
REP.B014_MCF7_24H:K16,BRD-K37764012,MCF7,0.0854701,24.0
REP.B014_MCF7_24H:K17,BRD-K37764012,MCF7,0.02849,24.0
REP.B014_MCF7_24H:K18,BRD-K37764012,MCF7,0.00949668,24.0
REP.B014_PC3_24H:B13,BRD-K56032964,PC3,2.30769,24.0
REP.B014_PC3_24H:B14,BRD-K56032964,PC3,0.769231,24.0
REP.B014_PC3_24H:B15,BRD-K56032964,PC3,0.25641,24.0
REP.B014_PC3_24H:B16,BRD-K56032964,PC3,0.0854701,24.0
REP.B014_PC3_24H:B17,BRD-K56032964,PC3,0.02849,24.0
REP.B014_PC3_24H:B18,BRD-K56032964,PC3,0.00949668,24.0
REP.B014_PC3_24H:K13,BRD-K37764012,PC3,2.30769,24.0
REP.B014_PC3_24H:K14,BRD-K37764012,PC3,0.769231,24.0
REP.B014_PC3_24H:K15,BRD-K37764012,PC3,0.25641,24.0
REP.B014_PC3_24H:K16,BRD-K37764012,PC3,0.0854701,24.0
REP.B014_PC3_24H:K17,BRD-K37764012,PC3,0.02849,24.0
REP.B014_PC3_24H:K18,BRD-K37764012,PC3,0.00949668,24.0
REP.B015_A549_24H:F19,BRD-K57169635,A549,2.30769,24.0
REP.B015_A549_24H:F20,BRD-K57169635,A549,0.769231,24.0
REP.B015_A549_24H:F21,BRD-K57169635,A549,0.25641,24.0
REP.B015_A549_24H:F22,BRD-K57169635,A549,0.0854701,24.0
REP.B015_A549_24H:F23,BRD-K57169635,A549,0.02849,24.0
REP.B015_A549_24H:F24,BRD-K57169635,A549,0.00949668,24.0
REP.B015_MCF7_24H:F19,BRD-K57169635,MCF7,2.30769,24.0
REP.B015_MCF7_24H:F20,BRD-K57169635,MCF7,0.769231,24.0
REP.B015_MCF7_24H:F21,BRD-K57169635,MCF7,0.25641,24.0
REP.B015_MCF7_24H:F22,BRD-K57169635,MCF7,0.0854701,24.0
REP.B015_MCF7_24H:F23,BRD-K57169635,MCF7,0.02849,24.0
REP.B015_MCF7_24H:F24,BRD-K57169635,MCF7,0.00949668,24.0
REP.B015_PC3_24H:F19,BRD-K57169635,PC3,2.30769,24.0
REP.B015_PC3_24H:F20,BRD-K57169635,PC3,0.769231,24.0
REP.B015_PC3_24H:F21,BRD-K57169635,PC3,0.25641,24.0
REP.B015_PC3_24H:F22,BRD-K57169635,PC3,0.0854701,24.0
REP.B015_PC3_24H:F23,BRD-K57169635,PC3,0.02849,24.0
REP.B015_PC3_24H:F24,BRD-K57169635,PC3,0.00949668,24.0
REP.B016_A549_24H:E01,BRD-K52233191,A549,2.30769,24.0
REP.B016_A549_24H:E02,BRD-K52233191,A549,0.769231,24.0
REP.B016_A549_24H:E03,BRD-K52233191,A549,0.25641,24.0
REP.B016_A549_24H:E04,BRD-K52233191,A549,0.0854701,24.0
REP.B016_A549_24H:E05,BRD-K52233191,A549,0.02849,24.0
REP.B016_A549_24H:E06,BRD-K52233191,A549,0.00949668,24.0
REP.B016_MCF7_24H:E01,BRD-K52233191,MCF7,2.30769,24.0
REP.B016_MCF7_24H:E02,BRD-K52233191,MCF7,0.769231,24.0
REP.B016_MCF7_24H:E03,BRD-K52233191,MCF7,0.25641,24.0
REP.B016_MCF7_24H:E04,BRD-K52233191,MCF7,0.0854701,24.0
REP.B016_MCF7_24H:E05,BRD-K52233191,MCF7,0.02849,24.0
REP.B016_MCF7_24H:E06,BRD-K52233191,MCF7,0.00949668,24.0
REP.B016_PC3_24H:E01,BRD-K52233191,PC3,2.30769,24.0
REP.B016_PC3_24H:E02,BRD-K52233191,PC3,0.769231,24.0
REP.B016_PC3_24H:E03,BRD-K52233191,PC3,0.25641,24.0
REP.B016_PC3_24H:E04,BRD-K52233191,PC3,0.0854701,24.0
REP.B016_PC3_24H:E05,BRD-K52233191,PC3,0.02849,24.0
REP.B016_PC3_24H:E06,BRD-K52233191,PC3,0.00949668,24.0
REP.B017_A549_24H:G01,BRD-K62391742,A549,2.30769,24.0
REP.B017_A549_24H:G02,BRD-K62391742,A549,0.769231,24.0
REP.B017_A549_24H:G03,BRD-K62391742,A549,0.25641,24.0
REP.B017_A549_24H:G04,BRD-K62391742,A549,0.0854701,24.0
REP.B017_A549_24H:G05,BRD-K62391742,A549,0.02849,24.0
REP.B017_A549_24H:G06,BRD-K62391742,A549,0.00949668,24.0
REP.B017_MCF7_24H:G01,BRD-K62391742,MCF7,2.30769,24.0
REP.B017_MCF7_24H:G02,BRD-K62391742,MCF7,0.769231,24.0
REP.B017_MCF7_24H:G03,BRD-K62391742,MCF7,0.25641,24.0
REP.B017_MCF7_24H:G04,BRD-K62391742,MCF7,0.0854701,24.0
REP.B017_MCF7_24H:G05,BRD-K62391742,MCF7,0.02849,24.0
REP.B017_MCF7_24H:G06,BRD-K62391742,MCF7,0.00949668,24.0
REP.B017_PC3_24H:G01,BRD-K62391742,PC3,2.30769,24.0
REP.B017_PC3_24H:G02,BRD-K62391742,PC3,0.769231,24.0
REP.B017_PC3_24H:G03,BRD-K62391742,PC3,0.25641,24.0
REP.B017_PC3_24H:G04,BRD-K62391742,PC3,0.0854701,24.0
REP.B017_PC3_24H:G05,BRD-K62391742,PC3,0.02849,24.0
REP.B017_PC3_24H:G06,BRD-K62391742,PC3,0.00949668,24.0
REP.B018_A549_24H:B19,BRD-K62310379,A549,2.30769,24.0
REP.B018_A549_24H:B20,BRD-K62310379,A549,0.769231,24.0
REP.B018_A549_24H:B21,BRD-K62310379,A549,0.25641,24.0
REP.B018_A549_24H:B22,BRD-K62310379,A549,0.0854701,24.0
REP.B018_A549_24H:B23,BRD-K62310379,A549,0.02849,24.0
REP.B018_A549_24H:B24,BRD-K62310379,A549,0.00949668,24.0
REP.B018_A549_24H:F19,BRD-K63504947,A549,2.30769,24.0
REP.B018_A549_24H:F20,BRD-K63504947,A549,0.769231,24.0
REP.B018_A549_24H:F21,BRD-K63504947,A549,0.25641,24.0
REP.B018_A549_24H:F22,BRD-K63504947,A549,0.0854701,24.0
REP.B018_A549_24H:F23,BRD-K63504947,A549,0.02849,24.0
REP.B018_A549_24H:F24,BRD-K63504947,A549,0.00949668,24.0
REP.B018_A549_24H:H13,BRD-K64052750,A549,2.30769,24.0
REP.B018_A549_24H:H14,BRD-K64052750,A549,0.769231,24.0
REP.B018_A549_24H:H15,BRD-K64052750,A549,0.25641,24.0
REP.B018_A549_24H:H16,BRD-K64052750,A549,0.0854701,24.0
REP.B018_A549_24H:H17,BRD-K64052750,A549,0.02849,24.0
REP.B018_A549_24H:H18,BRD-K64052750,A549,0.00949668,24.0
REP.B018_A549_24H:I19,BRD-K64890080,A549,2.30769,24.0
REP.B018_A549_24H:I20,BRD-K64890080,A549,0.769231,24.0
REP.B018_A549_24H:I21,BRD-K64890080,A549,0.25641,24.0
REP.B018_A549_24H:I22,BRD-K64890080,A549,0.0854701,24.0
REP.B018_A549_24H:I23,BRD-K64890080,A549,0.02849,24.0
REP.B018_A549_24H:I24,BRD-K64890080,A549,0.00949668,24.0
REP.B018_A549_24H:M13,BRD-K66538826,A549,2.30769,24.0
REP.B018_A549_24H:M14,BRD-K66538826,A549,0.769231,24.0
REP.B018_A549_24H:M15,BRD-K66538826,A549,0.25641,24.0
REP.B018_A549_24H:M16,BRD-K66538826,A549,0.0854701,24.0
REP.B018_A549_24H:M17,BRD-K66538826,A549,0.02849,24.0
REP.B018_A549_24H:M18,BRD-K66538826,A549,0.00949668,24.0
REP.B018_A549_24H:P13,BRD-K67277431,A549,2.30769,24.0
REP.B018_A549_24H:P14,BRD-K67277431,A549,0.769231,24.0
REP.B018_A549_24H:P15,BRD-K67277431,A549,0.25641,24.0
REP.B018_A549_24H:P16,BRD-K67277431,A549,0.0854701,24.0
REP.B018_A549_24H:P17,BRD-K67277431,A549,0.02849,24.0
REP.B018_A549_24H:P18,BRD-K67277431,A549,0.00949668,24.0
REP.B018_MCF7_24H:B19,BRD-K62310379,MCF7,2.30769,24.0
REP.B018_MCF7_24H:B20,BRD-K62310379,MCF7,0.769231,24.0
REP.B018_MCF7_24H:B21,BRD-K62310379,MCF7,0.25641,24.0
REP.B018_MCF7_24H:B22,BRD-K62310379,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:B23,BRD-K62310379,MCF7,0.02849,24.0
REP.B018_MCF7_24H:B24,BRD-K62310379,MCF7,0.00949668,24.0
REP.B018_MCF7_24H:F19,BRD-K63504947,MCF7,2.30769,24.0
REP.B018_MCF7_24H:F20,BRD-K63504947,MCF7,0.769231,24.0
REP.B018_MCF7_24H:F21,BRD-K63504947,MCF7,0.25641,24.0
REP.B018_MCF7_24H:F22,BRD-K63504947,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:F23,BRD-K63504947,MCF7,0.02849,24.0
REP.B018_MCF7_24H:F24,BRD-K63504947,MCF7,0.00949668,24.0
REP.B018_MCF7_24H:H13,BRD-K64052750,MCF7,2.30769,24.0
REP.B018_MCF7_24H:H14,BRD-K64052750,MCF7,0.769231,24.0
REP.B018_MCF7_24H:H15,BRD-K64052750,MCF7,0.25641,24.0
REP.B018_MCF7_24H:H16,BRD-K64052750,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:H17,BRD-K64052750,MCF7,0.02849,24.0
REP.B018_MCF7_24H:H18,BRD-K64052750,MCF7,0.00949668,24.0
REP.B018_MCF7_24H:I19,BRD-K64890080,MCF7,2.30769,24.0
REP.B018_MCF7_24H:I20,BRD-K64890080,MCF7,0.769231,24.0
REP.B018_MCF7_24H:I21,BRD-K64890080,MCF7,0.25641,24.0
REP.B018_MCF7_24H:I22,BRD-K64890080,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:I23,BRD-K64890080,MCF7,0.02849,24.0
REP.B018_MCF7_24H:I24,BRD-K64890080,MCF7,0.00949668,24.0
REP.B018_MCF7_24H:M13,BRD-K66538826,MCF7,2.30769,24.0
REP.B018_MCF7_24H:M14,BRD-K66538826,MCF7,0.769231,24.0
REP.B018_MCF7_24H:M15,BRD-K66538826,MCF7,0.25641,24.0
REP.B018_MCF7_24H:M16,BRD-K66538826,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:M17,BRD-K66538826,MCF7,0.02849,24.0
REP.B018_MCF7_24H:M18,BRD-K66538826,MCF7,0.00949668,24.0
REP.B018_MCF7_24H:P13,BRD-K67277431,MCF7,2.30769,24.0
REP.B018_MCF7_24H:P14,BRD-K67277431,MCF7,0.769231,24.0
REP.B018_MCF7_24H:P15,BRD-K67277431,MCF7,0.25641,24.0
REP.B018_MCF7_24H:P16,BRD-K67277431,MCF7,0.0854701,24.0
REP.B018_MCF7_24H:P17,BRD-K67277431,MCF7,0.02849,24.0
REP.B018_MCF7_24H:P18,BRD-K67277431,MCF7,0.00949668,24.0
REP.B018_PC3_24H:B19,BRD-K62310379,PC3,2.30769,24.0
REP.B018_PC3_24H:B20,BRD-K62310379,PC3,0.769231,24.0
REP.B018_PC3_24H:B21,BRD-K62310379,PC3,0.25641,24.0
REP.B018_PC3_24H:B22,BRD-K62310379,PC3,0.0854701,24.0
REP.B018_PC3_24H:B23,BRD-K62310379,PC3,0.02849,24.0
REP.B018_PC3_24H:B24,BRD-K62310379,PC3,0.00949668,24.0
REP.B018_PC3_24H:F19,BRD-K63504947,PC3,2.30769,24.0
REP.B018_PC3_24H:F20,BRD-K63504947,PC3,0.769231,24.0
REP.B018_PC3_24H:F21,BRD-K63504947,PC3,0.25641,24.0
REP.B018_PC3_24H:F22,BRD-K63504947,PC3,0.0854701,24.0
REP.B018_PC3_24H:F23,BRD-K63504947,PC3,0.02849,24.0
REP.B018_PC3_24H:F24,BRD-K63504947,PC3,0.00949668,24.0
REP.B018_PC3_24H:H13,BRD-K64052750,PC3,2.30769,24.0
REP.B018_PC3_24H:H14,BRD-K64052750,PC3,0.769231,24.0
